#Supplementary Data 2. All alternative splicing events for significantly differentially spliced genes between morphs of Pristionchus pacificus.																				  
Gene ID	Splice type	Chromosome	Strand	Exon start	Exon end	Upstream exon start	Upstream exon end	Downstream exon start	Downstream exon end	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference  
UMM-S212-5.56-mRNA-1	A5SS	ChrIV	-	19578357	19578491	19578371	19578491	19577575	19577672	"14,11,14,5"	"159,170,159,185"	"3,10,8,5"	"152,175,195,167"	92	78	0.024383785	0.225382298	"0.069,0.052,0.069,0.022"	"0.016,0.046,0.034,0.025"	0.023
UMM-S212-5.56-mRNA-1	SE	ChrIV	-	19566977	19567127	19566682	19566740	19567339	19567459	"19,20,17,23"	"6,9,6,4"	"16,17,19,18"	"3,3,5,5"	228	78	0.038366351	0.384384336	"0.52,0.432,0.492,0.663"	"0.646,0.66,0.565,0.552"	-0.079
UMM-S212-6.79-mRNA-1	SE	ChrIV	+	19735443	19735485	19735175	19735335	19735649	19735740	"19,27,30,19"	"39,50,48,50"	"28,35,38,32"	"29,47,56,31"	120	78	8.54E-44	3.00E-41	"0.241,0.26,0.289,0.198"	"0.386,0.326,0.306,0.402"	-0.108
UMM-S212-6.79-mRNA-1	A5SS	ChrIV	+	19736414	19736527	19736414	19736522	19736581	19736656	"1,1,2,1"	"59,86,89,83"	"5,1,5,2"	"69,91,83,82"	83	78	0.003446192	0.046349028	"0.016,0.011,0.021,0.011"	"0.064,0.01,0.054,0.022"	-0.023
UMM-S212-6.90-mRNA-1	A3SS	ChrIV	-	19663574	19663822	19663574	19663673	19663925	19664030	"15,26,18,15"	"3,4,1,3"	"42,25,28,27"	"0,1,3,1"	227	78	5.34E-51	4.31E-48	"0.632,0.691,0.861,0.632"	"1.0,0.896,0.762,0.903"	-0.186
UMM-S212-6.90-mRNA-1	RI	ChrIV	-	19675051	19675275	19675051	19675166	19675209	19675275	"9,3,7,10"	"19,11,12,16"	"1,2,5,4"	"19,15,13,18"	121	78	6.83E-05	0.000901968	"0.234,0.15,0.273,0.287"	"0.033,0.079,0.199,0.125"	0.127
UMM-S212-6.90-mRNA-1	RI	ChrIV	-	19674200	19674427	19674200	19674329	19674396	19674427	"6,6,6,12"	"26,25,40,33"	"3,3,10,3"	"23,31,24,30"	145	78	0.003511507	0.028426096	"0.11,0.114,0.075,0.164"	"0.066,0.049,0.183,0.051"	0.028
UMM-S212-6.90-mRNA-1	A5SS	ChrIV	-	19663745	19663973	19663925	19663973	19663574	19663673	"513,576,486,551"	"3,4,1,3"	"804,653,731,741"	"0,1,3,1"	258	78	0.041609896	0.33742961	"0.981,0.978,0.993,0.982"	"1.0,0.995,0.987,0.996"	-0.011
UMM-S230-12.5-mRNA-1	SE	ChrIV	-	17789999	17790081	17783126	17783174	17794308	17794388	"18,15,20,24"	"1,1,1,1"	"19,26,23,19"	"3,4,1,1"	160	78	3.12E-12	1.99E-10	"0.898,0.88,0.907,0.921"	"0.755,0.76,0.918,0.903"	0.067
UMM-S230-12.5-mRNA-1	SE	ChrIV	-	17786861	17786943	17783007	17783174	17794308	17794388	"9,5,12,8"	"1,1,1,1"	"9,8,12,7"	"3,4,1,1"	160	78	5.79E-10	3.09E-08	"0.814,0.709,0.854,0.796"	"0.594,0.494,0.854,0.773"	0.114
UMM-S230-12.5-mRNA-1	RI	ChrIV	-	17779187	17779404	17779187	17779248	17779294	17779404	"4,5,5,0"	"126,127,122,110"	"4,9,7,3"	"113,134,121,120"	124	78	1.54E-07	3.51E-06	"0.02,0.024,0.025,0.0"	"0.022,0.041,0.035,0.015"	-0.011
UMM-S230-12.5-mRNA-1	A3SS	ChrIV	-	17788215	17788440	17788215	17788348	17789999	17790123	"29,25,31,27"	"54,65,48,68"	"17,19,40,22"	"60,73,56,81"	170	78	1.76E-07	9.28E-06	"0.198,0.15,0.229,0.154"	"0.115,0.107,0.247,0.111"	0.038
UMM-S230-12.5-mRNA-1	A5SS	ChrIV	-	17778123	17778325	17778242	17778325	17773886	17773983	"4,0,0,0"	"0,0,1,0"	"0,2,1,0"	"0,0,0,0"	197	78	6.23E-05	0.001462173	"1.0,NA,0.0,NA"	"NA,1.0,1.0,NA"	-0.5
UMM-S230-12.5-mRNA-1	SE	ChrIV	-	17783126	17783174	17782130	17782225	17788215	17788440	"1,0,0,0"	"0,0,0,0"	"0,0,2,0"	"1,0,0,0"	126	78	7.23E-05	0.001652836	"1.0,NA,NA,NA"	"0.0,NA,1.0,NA"	0.5
UMM-S230-12.5-mRNA-1	SE	ChrIV	-	17794441	17794502	17794308	17794388	17794604	17794797	"1,1,1,0"	"1,0,2,0"	"0,0,2,0"	"0,0,0,0"	139	78	0.000989639	0.017403965	"0.359,1.0,0.219,NA"	"NA,NA,1.0,NA"	-0.474
UMM-S230-12.5-mRNA-1	RI	ChrIV	-	17794604	17794797	17794604	17794649	17794696	17794797	"7,13,13,8"	"122,143,112,128"	"9,12,15,9"	"119,119,118,129"	125	78	0.002325832	0.019891105	"0.035,0.054,0.068,0.038"	"0.045,0.059,0.073,0.042"	-0.006
UMM-S230-12.5-mRNA-1	SE	ChrIV	-	17789979	17790223	17786861	17786943	17794308	17794388	"81,96,77,109"	"0,0,2,0"	"108,108,102,113"	"0,2,3,0"	322	78	0.004015722	0.060569251	"1.0,1.0,0.903,1.0"	"1.0,0.929,0.892,1.0"	0.02
UMM-S230-12.5-mRNA-1	SE	ChrIV	-	17786861	17786943	17783007	17783174	17789999	17790081	"9,10,14,13"	"0,0,0,0"	"13,13,11,13"	"1,2,1,1"	160	78	0.006122358	0.087098707	"1.0,1.0,1.0,1.0"	"0.864,0.76,0.843,0.864"	0.167
UMM-S230-12.5-mRNA-1	SE	ChrIV	-	17789999	17790223	17786861	17786943	17794308	17794388	"79,96,78,104"	"0,0,2,0"	"104,110,102,117"	"0,2,3,0"	302	78	0.009899309	0.129466358	"1.0,1.0,0.91,1.0"	"1.0,0.934,0.898,1.0"	0.019
UMM-S230-12.5-mRNA-1	SE	ChrIV	-	17788215	17788348	17783126	17783174	17794308	17794388	"50,61,47,75"	"1,1,1,1"	"54,53,55,56"	"3,4,1,1"	211	78	0.025596185	0.275834773	"0.949,0.958,0.946,0.965"	"0.869,0.83,0.953,0.954"	0.053
UMM-S230-12.5-mRNA-1	RI	ChrIV	-	17778123	17778325	17778123	17778199	17778242	17778325	"7,6,3,8"	"176,177,181,193"	"8,7,12,11"	"145,171,189,166"	121	78	0.031322757	0.165918674	"0.025,0.021,0.011,0.026"	"0.034,0.026,0.039,0.041"	-0.014
UMM-S230-3.20-mRNA-1	A3SS	ChrIV	+	18724343	18724460	18724346	18724460	18723856	18723973	"5,6,5,4"	"1,1,1,1"	"7,5,5,8"	"2,1,4,6"	81	78	8.58E-12	6.87E-10	"0.828,0.852,0.828,0.794"	"0.771,0.828,0.546,0.562"	0.149
UMM-S230-3.20-mRNA-1	A3SS	ChrIV	+	18724346	18724479	18724369	18724479	18723856	18723973	"7,7,3,5"	"152,115,132,104"	"6,7,17,15"	"146,132,131,144"	101	78	1.94E-10	1.41E-08	"0.034,0.045,0.017,0.036"	"0.031,0.039,0.091,0.074"	-0.026
UMM-S230-3.20-mRNA-1	A3SS	ChrIV	+	18725536	18725713	18725575	18725713	18725301	18725450	"3,11,9,8"	"90,110,104,96"	"14,7,18,16"	"93,137,165,119"	117	78	0.000773512	0.017485107	"0.022,0.063,0.055,0.053"	"0.091,0.033,0.068,0.082"	-0.02
UMM-S230-3.20-mRNA-1	SE	ChrIV	+	18724126	18724286	18723856	18723973	18724346	18724479	"19,27,19,22"	"1,1,1,1"	"22,25,29,24"	"2,1,4,6"	238	78	0.001389095	0.023360247	"0.862,0.898,0.862,0.878"	"0.783,0.891,0.704,0.567"	0.139
UMM-S230-3.20-mRNA-1	A3SS	ChrIV	+	18724343	18724460	18724369	18724460	18723856	18723973	"11,12,7,8"	"152,115,132,104"	"11,11,18,17"	"146,132,131,144"	104	78	0.00786444	0.130309094	"0.051,0.073,0.038,0.055"	"0.053,0.059,0.093,0.081"	-0.017
UMM-S230-3.20-mRNA-1	RI	ChrIV	+	18724369	18724608	18724369	18724479	18724524	18724608	"11,13,20,12"	"229,207,196,209"	"19,17,26,31"	"208,258,261,242"	123	78	0.041839368	0.205678947	"0.03,0.038,0.061,0.035"	"0.055,0.04,0.059,0.075"	-0.016
UMM-S230-4.35-mRNA-2	A3SS	ChrIV	-	18580548	18580685	18580548	18580622	18581965	18582123	"20,15,25,9"	"21,13,17,19"	"11,7,15,6"	"14,15,20,31"	141	78	1.46E-34	4.75E-32	"0.345,0.39,0.449,0.208"	"0.303,0.205,0.293,0.097"	0.123
UMM-S230-4.35-mRNA-2	RI	ChrIV	-	18577636	18577857	18577636	18577714	18577782	18577857	"6,6,5,3"	"208,256,217,200"	"4,8,6,11"	"203,212,213,240"	146	78	7.24E-13	3.16E-11	"0.015,0.012,0.012,0.008"	"0.01,0.02,0.015,0.024"	-0.006
UMM-S230-4.35-mRNA-2	RI	ChrIV	-	18578581	18578814	18578581	18578669	18578714	18578814	"21,25,13,14"	"152,183,144,167"	"10,14,20,25"	"194,176,181,231"	123	78	8.41E-11	2.95E-09	"0.081,0.08,0.054,0.05"	"0.032,0.048,0.065,0.064"	0.014
UMM-S230-4.35-mRNA-2	SE	ChrIV	-	18580548	18580746	18580380	18580482	18581965	18582123	"85,80,93,60"	"96,112,136,119"	"63,47,67,47"	"130,113,121,132"	276	78	1.30E-07	5.20E-06	"0.2,0.168,0.162,0.125"	"0.12,0.105,0.135,0.091"	0.051
UMM-S230-4.35-mRNA-2	A3SS	ChrIV	-	18580548	18580685	18580548	18580627	18581965	18582123	"14,13,19,7"	"2,2,1,2"	"10,6,13,4"	"2,4,2,3"	136	78	4.24E-07	2.09E-05	"0.801,0.788,0.916,0.667"	"0.741,0.462,0.788,0.433"	0.187
UMM-S230-4.35-mRNA-2	A3SS	ChrIV	-	18580380	18580627	18580380	18580482	18581965	18582123	"38,30,40,44"	"96,112,136,119"	"17,29,26,31"	"130,113,121,132"	223	78	4.82E-07	2.34E-05	"0.122,0.086,0.093,0.115"	"0.044,0.082,0.07,0.076"	0.036
UMM-S230-4.35-mRNA-2	SE	ChrIV	-	18587705	18587800	18586633	18586745	18587890	18588068	"9,10,7,11"	"169,182,177,149"	"8,13,17,8"	"142,123,142,155"	173	78	4.37E-06	0.000136567	"0.023,0.024,0.018,0.032"	"0.025,0.045,0.051,0.023"	-0.012
UMM-S230-4.35-mRNA-2	SE	ChrIV	-	18580548	18580622	18580380	18580482	18581965	18582123	"69,55,68,52"	"96,112,136,119"	"46,47,62,65"	"130,113,121,132"	152	78	4.62E-06	0.000143028	"0.269,0.201,0.204,0.183"	"0.154,0.176,0.208,0.202"	0.029
UMM-S230-4.35-mRNA-2	A3SS	ChrIV	-	18580548	18580746	18580548	18580622	18581965	18582123	"43,40,48,29"	"21,13,17,19"	"32,16,27,15"	"14,15,20,31"	202	78	5.29E-05	0.001764878	"0.442,0.543,0.522,0.371"	"0.469,0.292,0.343,0.157"	0.154
UMM-S230-4.35-mRNA-2	SE	ChrIV	-	18580548	18580685	18580380	18580482	18581965	18582123	"62,55,70,40"	"96,112,136,119"	"42,38,55,38"	"130,113,121,132"	215	78	0.004485048	0.066495369	"0.19,0.151,0.157,0.109"	"0.105,0.109,0.142,0.095"	0.039
UMM-S230-4.35-mRNA-2	RI	ChrIV	-	18564891	18565124	18564891	18565005	18565061	18565124	"9,7,6,6"	"145,110,117,124"	"2,4,7,4"	"136,115,119,126"	134	78	0.004876792	0.037450759	"0.035,0.036,0.029,0.027"	"0.008,0.02,0.033,0.018"	0.012
UMM-S230-4.35-mRNA-2	A3SS	ChrIV	-	18580548	18580746	18580548	18580627	18581965	18582123	"37,38,42,27"	"2,2,1,2"	"31,15,25,13"	"2,4,2,3"	197	78	0.005453873	0.096155848	"0.88,0.883,0.943,0.842"	"0.86,0.598,0.832,0.632"	0.156
UMM-S230-4.35-mRNA-2	SE	ChrIV	-	18562944	18563034	18560396	18560488	18564891	18565005	"0,0,1,5"	"0,0,0,1"	"2,1,3,3"	"0,2,1,1"	168	78	0.010228345	0.133242526	"NA,NA,1.0,0.699"	"1.0,0.188,0.582,0.582"	0.261
UMM-S230-4.35-mRNA-2	SE	ChrIV	-	18587709	18587800	18586633	18586745	18587890	18588068	"9,9,8,11"	"169,182,177,149"	"6,11,17,8"	"142,123,142,155"	169	78	0.015135158	0.183028018	"0.024,0.022,0.02,0.033"	"0.019,0.04,0.052,0.023"	-0.009
UMM-S230-4.35-mRNA-2	RI	ChrIV	-	18578064	18578305	18578064	18578155	18578200	18578305	"7,13,13,13"	"224,202,194,202"	"8,8,7,9"	"248,234,268,257"	123	78	0.016396771	0.09903347	"0.019,0.039,0.041,0.039"	"0.02,0.021,0.016,0.022"	0.015
UMM-S230-4.35-mRNA-2	SE	ChrIV	-	18584011	18584055	18583087	18583184	18584835	18584966	"4,4,3,3"	"150,187,158,122"	"7,2,3,6"	"150,148,142,142"	122	78	0.034730432	0.353963487	"0.017,0.013,0.012,0.015"	"0.029,0.009,0.013,0.026"	-0.005
UMM-S230-8.13-mRNA-1	A5SS	ChrIV	+	18202338	18202494	18202338	18202444	18202734	18202872	"29,29,18,30"	"50,41,63,48"	"15,22,17,14"	"43,53,63,34"	128	78	5.12E-28	1.03E-25	"0.261,0.301,0.148,0.276"	"0.175,0.202,0.141,0.201"	0.067
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18205745	18205838	18204882	18204963	18205881	18206050	"191,183,192,177"	"2,3,4,5"	"288,246,282,245"	"5,5,7,12"	171	78	2.00E-14	1.48E-12	"0.978,0.965,0.956,0.942"	"0.963,0.957,0.948,0.903"	0.018
UMM-S230-8.13-mRNA-1	A5SS	ChrIV	+	18198780	18198999	18198780	18198920	18199243	18199385	"107,100,108,102"	"4,2,3,2"	"93,90,103,116"	"0,3,0,2"	157	78	1.32E-10	7.92E-09	"0.93,0.961,0.947,0.962"	"1.0,0.937,1.0,0.966"	-0.026
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18205729	18205838	18204882	18204963	18205881	18206050	"125,110,115,107"	"2,3,4,5"	"172,161,181,152"	"5,5,7,12"	187	78	1.16E-08	5.29E-07	"0.963,0.939,0.923,0.899"	"0.935,0.931,0.915,0.841"	0.026
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18201612	18201725	18200999	18201125	18202338	18202444	"11,16,14,11"	"36,34,34,49"	"12,7,7,9"	"40,41,46,33"	191	78	1.37E-05	0.000389257	"0.111,0.161,0.144,0.084"	"0.109,0.065,0.059,0.1"	0.042
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18202374	18202494	18200999	18201125	18202734	18202872	"32,31,23,32"	"4,3,9,4"	"18,24,24,18"	"7,6,4,10"	198	78	0.00062479	0.01160494	"0.759,0.803,0.502,0.759"	"0.503,0.612,0.703,0.415"	0.147
UMM-S230-8.13-mRNA-1	A5SS	ChrIV	+	18198780	18198931	18198780	18198920	18199243	18199385	"18,11,20,29"	"4,2,3,2"	"26,22,18,28"	"0,3,0,2"	89	78	0.001317005	0.020074576	"0.798,0.828,0.854,0.927"	"1.0,0.865,1.0,0.925"	-0.096
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18202342	18202494	18200999	18201125	18202734	18202872	"56,59,44,48"	"4,3,9,4"	"29,43,37,32"	"7,6,4,10"	230	78	0.006340736	0.089588638	"0.826,0.87,0.624,0.803"	"0.584,0.708,0.758,0.52"	0.138
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18202338	18202494	18200879	18201125	18202734	18202872	"92,93,78,97"	"4,3,9,4"	"69,83,82,65"	"7,6,4,10"	234	78	0.007174582	0.099582719	"0.885,0.912,0.743,0.89"	"0.767,0.822,0.872,0.684"	0.071
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18202338	18202444	18200879	18201125	18202734	18202872	"113,105,123,115"	"4,3,9,4"	"97,114,129,85"	"7,6,4,10"	184	78	0.015092017	0.182639921	"0.923,0.937,0.853,0.924"	"0.855,0.89,0.932,0.783"	0.044
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18202374	18202444	18200999	18201125	18202734	18202872	"55,46,67,52"	"4,3,9,4"	"47,56,72,37"	"7,6,4,10"	148	78	0.017120225	0.200719456	"0.879,0.89,0.797,0.873"	"0.78,0.831,0.905,0.661"	0.066
UMM-S230-8.13-mRNA-1	SE	ChrIV	+	18202342	18202444	18200999	18201125	18202734	18202872	"77,71,89,66"	"4,3,9,4"	"57,74,84,52"	"7,6,4,10"	180	78	0.028614805	0.30303097	"0.893,0.911,0.811,0.877"	"0.779,0.842,0.901,0.693"	0.069
UMM-S230-8.13-mRNA-1	RI	ChrIV	+	18205881	18206012	18205881	18205957	18205998	18206012	"36,29,26,35"	"82,96,76,76"	"36,30,47,30"	"141,120,152,110"	119	78	0.034237513	0.178113345	"0.223,0.165,0.183,0.232"	"0.143,0.141,0.169,0.152"	0.049
UMM-S230-8.13-mRNA-1	A3SS	ChrIV	+	18205729	18205957	18205881	18205957	18204882	18204963	"26,22,27,27"	"2,3,4,5"	"32,44,38,36"	"5,5,7,12"	230	78	0.03634684	0.438109564	"0.815,0.713,0.696,0.647"	"0.685,0.749,0.648,0.504"	0.071
UMM-S230-9.1-mRNA-1	A3SS	ChrIV	-	18136673	18136793	18136673	18136770	18137969	18138064	"41,56,61,61"	"1,2,2,0"	"40,34,47,58"	"3,2,2,5"	101	78	2.61E-42	1.33E-39	"0.969,0.956,0.959,1.0"	"0.911,0.929,0.948,0.9"	0.049
UMM-S230-9.1-mRNA-1	A3SS	ChrIV	-	18133248	18133323	18133248	18133304	18134851	18135032	"75,59,63,69"	"2,3,1,0"	"72,63,60,40"	"3,4,1,1"	97	78	5.21E-09	3.23E-07	"0.968,0.941,0.981,1.0"	"0.951,0.927,0.98,0.97"	0.015
UMM-S230-9.1-mRNA-1	RI	ChrIV	-	18138147	18138392	18138147	18138282	18138332	18138392	"11,11,13,20"	"1,1,0,6"	"11,15,14,11"	"0,1,0,0"	128	78	0.000114551	0.001373429	"0.87,0.87,1.0,0.67"	"1.0,0.901,1.0,1.0"	-0.123
UMM-S230-9.1-mRNA-1	RI	ChrIV	-	18132420	18132593	18132420	18132471	18132513	18132593	"19,11,13,6"	"154,134,138,129"	"16,15,17,11"	"136,140,127,131"	120	78	0.018691949	0.109976744	"0.074,0.051,0.058,0.029"	"0.071,0.065,0.08,0.052"	-0.014
UMM-S230-9.30-mRNA-1	SE	ChrIV	+	18130326	18130484	18127977	18128046	18130819	18130921	"2,3,3,3"	"48,49,51,40"	"2,4,4,6"	"39,30,32,34"	236	78	1.16E-20	1.38E-18	"0.014,0.02,0.019,0.024"	"0.017,0.042,0.04,0.055"	-0.019
UMM-S230-9.30-mRNA-1	A5SS	ChrIV	+	18120331	18120554	18120331	18120381	18121605	18121704	"32,46,37,36"	"8,11,6,15"	"18,28,30,17"	"8,9,10,10"	251	78	5.51E-16	5.18E-14	"0.554,0.565,0.657,0.427"	"0.411,0.492,0.482,0.346"	0.118
UMM-S230-9.30-mRNA-1	SE	ChrIV	+	18120491	18120697	18120205	18120381	18121605	18121704	"41,35,31,29"	"8,11,6,15"	"21,24,27,18"	"8,9,10,10"	284	78	1.84E-09	9.29E-08	"0.585,0.466,0.587,0.347"	"0.419,0.423,0.426,0.331"	0.096
UMM-S230-9.30-mRNA-1	A5SS	ChrIV	+	18130819	18130921	18130819	18130908	18131725	18131845	"36,39,32,42"	"3,1,2,1"	"37,33,37,50"	"2,0,0,0"	91	78	6.17E-09	3.01E-07	"0.911,0.971,0.932,0.973"	"0.941,1.0,1.0,1.0"	-0.038
UMM-S230-9.30-mRNA-1	SE	ChrIV	+	18120331	18120554	18119808	18119900	18121605	18121704	"33,56,42,46"	"3,5,1,4"	"27,32,36,19"	"5,4,3,4"	301	78	3.35E-05	0.000885745	"0.74,0.744,0.916,0.749"	"0.583,0.675,0.757,0.552"	0.145
UMM-S230-9.30-mRNA-1	SE	ChrIV	+	18120491	18120554	18120331	18120381	18121605	18121704	"7,4,6,4"	"8,11,6,15"	"4,4,5,1"	"8,9,10,10"	141	78	0.001536489	0.025425125	"0.326,0.167,0.356,0.129"	"0.217,0.197,0.217,0.052"	0.074
UMM-S230-9.30-mRNA-1	SE	ChrIV	+	18121442	18121531	18119808	18119900	18121605	18121704	"9,5,3,3"	"3,5,1,4"	"3,2,3,2"	"5,4,3,4"	167	78	0.007284505	0.100742497	"0.584,0.318,0.584,0.259"	"0.219,0.189,0.318,0.189"	0.207
UMM-S230-9.30-mRNA-1	SE	ChrIV	+	18121470	18121531	18120331	18120554	18121605	18121704	"1,2,1,0"	"1,0,0,0"	"0,0,0,0"	"1,0,1,0"	139	78	0.016073181	0.19184531	"0.359,1.0,1.0,NA"	"0.0,NA,0.0,NA"	0.786
UMM-S233-1.43-mRNA-1	SE	ChrIV	-	21785989	21786385	21785592	21785654	21786923	21786986	"263,391,351,366"	"55,59,68,63"	"672,529,366,402"	"56,38,28,18"	474	78	4.27E-21	5.19E-19	"0.44,0.522,0.459,0.489"	"0.664,0.696,0.683,0.786"	-0.23
UMM-S233-1.43-mRNA-1	SE	ChrIV	-	21785989	21786385	21785592	21785654	21786559	21786607	"206,318,279,310"	"17,37,25,18"	"523,425,315,340"	"15,21,11,16"	474	78	2.34E-06	7.69E-05	"0.666,0.586,0.647,0.739"	"0.852,0.769,0.825,0.778"	-0.146
UMM-S233-1.43-mRNA-1	SE	ChrIV	-	21786559	21786607	21785989	21786385	21786923	21786986	"16,35,27,36"	"58,73,73,57"	"25,26,20,14"	"149,104,51,63"	126	78	0.000289683	0.005783521	"0.146,0.229,0.186,0.281"	"0.094,0.134,0.195,0.121"	0.074
UMM-S233-1.43-mRNA-1	SE	ChrIV	-	21786559	21786607	21785592	21785654	21786923	21786986	"31,71,48,53"	"55,59,68,63"	"40,47,31,29"	"56,38,28,18"	126	78	0.005313212	0.07697871	"0.259,0.427,0.304,0.342"	"0.307,0.434,0.407,0.499"	-0.079
UMM-S233-1.43-mRNA-1	A5SS	ChrIV	-	21787238	21787416	21787336	21787416	21786923	21786990	"4,13,17,13"	"242,293,299,282"	"26,10,14,15"	"381,310,310,246"	176	78	0.030845922	0.268102203	"0.007,0.019,0.025,0.02"	"0.029,0.014,0.02,0.026"	-0.004
UMM-S233-11.25-mRNA-1	A3SS	ChrIV	+	20826435	20826536	20826444	20826536	20826220	20826317	"13,28,31,14"	"48,35,50,44"	"11,9,18,5"	"57,36,39,43"	87	78	1.29E-08	7.69E-07	"0.195,0.418,0.357,0.222"	"0.147,0.183,0.293,0.094"	0.119
UMM-S233-11.25-mRNA-1	A3SS	ChrIV	+	20826375	20826536	20826444	20826536	20826220	20826317	"9,19,24,14"	"48,35,50,44"	"9,9,17,7"	"57,36,39,43"	147	78	4.60E-07	2.26E-05	"0.09,0.224,0.203,0.144"	"0.077,0.117,0.188,0.08"	0.05
UMM-S233-11.25-mRNA-1	A3SS	ChrIV	+	20826375	20826536	20826435	20826536	20826220	20826317	"1,0,1,2"	"5,9,8,2"	"0,2,1,3"	"2,2,2,1"	138	78	0.027568523	0.35561554	"0.102,0.0,0.066,0.361"	"0.0,0.361,0.22,0.629"	-0.17
UMM-S233-3.65-mRNA-1	A3SS	ChrIV	-	21581148	21581334	21581148	21581259	21581510	21581627	"14,12,16,10"	"6,10,15,7"	"24,13,21,21"	"11,6,1,5"	153	78	4.00E-19	5.41E-17	"0.543,0.38,0.352,0.421"	"0.527,0.525,0.915,0.682"	-0.238
UMM-S233-3.65-mRNA-1	SE	ChrIV	-	21581510	21581627	21577676	21577768	21589850	21589943	"11,14,13,10"	"1,2,4,4"	"23,17,10,17"	"1,0,1,2"	195	78	4.29E-19	4.43E-17	"0.815,0.737,0.565,0.5"	"0.902,1.0,0.8,0.773"	-0.215
UMM-S233-3.65-mRNA-1	SE	ChrIV	-	21580210	21580287	21577676	21577768	21589850	21589943	"45,55,75,61"	"1,2,4,4"	"78,77,81,80"	"1,0,1,2"	155	78	5.84E-08	2.45E-06	"0.958,0.933,0.904,0.885"	"0.975,1.0,0.976,0.953"	-0.056
UMM-S233-3.65-mRNA-1	SE	ChrIV	-	21589527	21589632	21577676	21577768	21589850	21589943	"29,32,35,28"	"1,2,4,4"	"37,37,36,33"	"1,0,1,2"	183	78	2.15E-06	7.15E-05	"0.925,0.872,0.789,0.749"	"0.94,1.0,0.939,0.876"	-0.105
UMM-S233-3.65-mRNA-1	SE	ChrIV	-	21581148	21581259	21580809	21580874	21581510	21581627	"34,43,62,50"	"1,2,2,2"	"60,49,28,40"	"5,2,3,4"	189	78	0.000927488	0.016398184	"0.933,0.899,0.928,0.912"	"0.832,0.91,0.794,0.805"	0.083
UMM-S233-3.65-mRNA-1	SE	ChrIV	-	21581148	21581334	21580811	21580874	21581510	21581627	"42,45,63,53"	"1,2,2,2"	"73,56,48,56"	"5,2,3,4"	264	78	0.001025407	0.017899682	"0.925,0.869,0.903,0.887"	"0.812,0.892,0.825,0.805"	0.063
UMM-S233-3.65-mRNA-1	A5SS	ChrIV	-	21573568	21573700	21573603	21573700	21573226	21573317	"0,3,5,1"	"54,76,57,92"	"4,3,6,2"	"90,86,86,86"	113	78	0.012396906	0.134527264	"0.0,0.027,0.057,0.007"	"0.03,0.024,0.046,0.016"	-0.006
UMM-S233-3.65-mRNA-1	A5SS	ChrIV	-	21575527	21575633	21575539	21575633	21575362	21575471	"8,8,13,6"	"75,92,69,78"	"8,7,9,5"	"118,71,82,87"	90	78	0.014086262	0.1469506	"0.085,0.07,0.14,0.063"	"0.055,0.079,0.087,0.047"	0.023
UMM-S233-6.48-mRNA-1	SE	ChrIV	-	21318828	21319017	21318507	21318637	21319069	21319153	"39,37,54,44"	"2,1,2,3"	"27,31,25,19"	"3,4,4,0"	267	78	3.81E-19	3.98E-17	"0.851,0.915,0.887,0.811"	"0.724,0.694,0.646,1.0"	0.1
UMM-S233-6.48-mRNA-1	A3SS	ChrIV	-	21316069	21316196	21316069	21316175	21316375	21316398	"0,0,0,2"	"1,1,2,0"	"1,1,2,0"	"1,0,1,0"	99	78	3.54E-05	0.00126439	"0.0,0.0,0.0,1.0"	"0.441,1.0,0.612,NA"	-0.434
UMM-S233-6.48-mRNA-1	SE	ChrIV	-	21319069	21319153	21318507	21318637	21319249	21319404	"23,16,29,24"	"3,3,4,5"	"17,18,18,8"	"3,1,0,0"	162	78	7.86E-05	0.001756061	"0.787,0.72,0.777,0.698"	"0.732,0.897,1.0,1.0"	-0.162
UMM-S233-7.23-mRNA-1	A3SS	ChrIV	-	21161005	21161103	21161005	21161085	21161201	21161305	"10,8,16,23"	"4,8,5,2"	"11,9,8,10"	"2,1,1,3"	96	78	1.38E-13	1.33E-11	"0.67,0.448,0.722,0.903"	"0.817,0.88,0.867,0.73"	-0.138
UMM-S245-12.19-mRNA-1	A5SS	ChrII	-	13742655	13742867	13742782	13742867	13742390	13742510	"212,199,180,152"	"106,111,87,90"	"100,140,124,114"	"79,114,98,105"	205	78	9.33E-38	3.34E-35	"0.432,0.406,0.44,0.391"	"0.325,0.318,0.325,0.292"	0.102
UMM-S245-3.43-mRNA-1	A5SS	ChrII	-	14632440	14632669	14632485	14632669	14631551	14631624	"0,2,1,1"	"0,0,1,0"	"1,1,1,0"	"0,1,0,1"	123	78	2.73E-23	4.27E-21	"NA,1.0,0.388,1.0"	"1.0,0.388,1.0,0.0"	0.199
